first_name,last_name,latest_team,position,college_name,age,overall,birthdate,height,weight,handedness,jerseyNum,yearsPro,Archetype,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/awareness/value,stats/awareness/diff,stats/bCVision/value,stats/bCVision/diff,stats/blockShedding/value,stats/blockShedding/diff,stats/breakSack/value,stats/breakSack/diff,stats/breakTackle/value,stats/breakTackle/diff,stats/carrying/value,stats/carrying/diff,stats/catchInTraffic/value,stats/catchInTraffic/diff,stats/catching/value,stats/catching/diff,stats/changeOfDirection/value,stats/changeOfDirection/diff,stats/deepRouteRunning/value,stats/deepRouteRunning/diff,stats/finesseMoves/value,stats/finesseMoves/diff,stats/hitPower/value,stats/hitPower/diff,stats/impactBlocking/value,stats/impactBlocking/diff,stats/injury/value,stats/injury/diff,stats/jukeMove/value,stats/jukeMove/diff,stats/kickAccuracy/value,stats/kickAccuracy/diff,stats/kickPower/value,stats/kickPower/diff,stats/kickReturn/value,stats/kickReturn/diff,stats/leadBlock/value,stats/leadBlock/diff,stats/manCoverage/value,stats/manCoverage/diff,stats/mediumRouteRunning/value,stats/mediumRouteRunning/diff,stats/overall/value,stats/overall/diff,stats/passBlock/value,stats/passBlock/diff,stats/passBlockFinesse/value,stats/passBlockFinesse/diff,stats/passBlockPower/value,stats/passBlockPower/diff,stats/playAction/value,stats/playAction/diff,stats/playRecognition/value,stats/playRecognition/diff,stats/powerMoves/value,stats/powerMoves/diff,stats/press/value,stats/press/diff,stats/pursuit/value,stats/pursuit/diff,stats/release/value,stats/release/diff,stats/runBlock/value,stats/runBlock/diff,stats/runBlockFinesse/value,stats/runBlockFinesse/diff,stats/runBlockPower/value,stats/runBlockPower/diff,stats/runningStyle/value,stats/runningStyle/diff,stats/shortRouteRunning/value,stats/shortRouteRunning/diff,stats/spectacularCatch/value,stats/spectacularCatch/diff,stats/speed/value,stats/speed/diff,stats/spinMove/value,stats/spinMove/diff,stats/stiffArm/value,stats/stiffArm/diff,stats/tackle/value,stats/tackle/diff,stats/throwAccuracyDeep/value,stats/throwAccuracyDeep/diff,stats/throwAccuracyMid/value,stats/throwAccuracyMid/diff,stats/throwAccuracyShort/value,stats/throwAccuracyShort/diff,stats/throwOnTheRun/value,stats/throwOnTheRun/diff,stats/throwPower/value,stats/throwPower/diff,stats/throwUnderPressure/value,stats/throwUnderPressure/diff,stats/toughness/value,stats/toughness/diff,stats/trucking/value,stats/trucking/diff,stats/zoneCoverage/value,stats/zoneCoverage/diff,yearsLeft,contract_apy,contract_guarantees,Snaps,snaps_pct
Josaiah,Stewart,LAR,RE,Michigan,22,72,4/26/03,73,249,1,41,0,Power Rusher - DE,88,0,77,0,83,0,76,0,79,0,71,0,39,0,69,0,23,0,34,0,41,0,15,0,31,0,69,0,10,0,73,0,81,0,82,0,91,0,36,0,22,0,24,0,32,0,22,0,32,0,15,0,72,0,45,0,45,0,45,0,15,0,67,0,77,0,31,0,77,0,13,0,45,0,45,0,45,0,Default Stride Loose,0,20,0,15,0,82,0,27,0,35,0,78,0,8,0,10,0,20,0,18,0,22,0,20,0,89,0,36,0,41,0,3,1568853,1203936,33.30%,
KJ,Hamler,BUF,WR,Penn State,26,72,07/08/1999,69,178,1,19,5,,95,0,91,0,85,0,83,0,58,0,61,0,82,0,23,0,26,0,73,0,73,0,77,0,78,0,88,0,73,0,10,0,22,0,38,0,79,0,81,0,14,0,18,0,82,0,22,0,13,0,71,0,72,0,27,0,11,0,10,0,15,0,15,0,10,0,13,0,30,0,65,0,54,0,26,0,23,0,Short Stride Loose,0,73,0,80,0,93,0,76,0,46,0,24,0,10,0,15,0,20,0,26,0,30,0,22,0,81,0,31,0,22,0,,,,,
Kyle,Williams,NE,WR,Wash. St.,22,72,11/13/02,72,190,0,18,0,Deep Threat - WR,93,0,87,0,87,0,92,0,66,0,70,0,84,0,31,0,37,0,76,0,72,0,79,0,81,0,85,0,74,0,28,0,29,0,42,0,83,0,76,0,21,0,32,0,70,0,28,0,29,0,75,0,72,0,27,0,18,0,24,0,34,0,40,0,25,0,28,0,33,0,78,0,49,0,24,0,23,0,Default,0,75,0,77,0,92,0,71,0,66,0,29,0,38,0,43,0,48,0,41,0,59,0,32,0,85,0,60,0,36,0,3,1675893,1515324,29.90%,
Mason,Taylor,NYJ,TE,LSU,21,72,05/08/2004,77,246,1,85,0,Possession - TE,86,0,83,0,81,0,91,0,75,0,67,0,75,0,42,0,25,0,67,0,71,0,78,0,82,0,69,0,58,0,39,0,39,0,67,0,92,0,66,0,30,0,18,0,22,0,57,0,34,0,66,0,72,0,60,0,58,0,61,0,10,0,31,0,36,0,18,0,42,0,71,0,62,0,59,0,63,0,Long Stride Default,0,71,0,78,0,83,0,54,0,66,0,39,0,11,0,14,0,7,0,26,0,22,0,35,0,92,0,65,0,37,0,3,2616548,9559309,62.40%,
Ogbo,Okoronkwo,PHI,LE,Oklahoma,30,72,4/24/95,74,250,1,50,7,Smaller Speed Rusher - DE,83,0,78,0,90,0,74,0,83,0,77,0,36,0,76,0,13,0,39,0,40,0,25,0,41,0,69,0,15,0,73,0,75,0,83,0,85,0,39,0,10,0,15,0,10,0,25,0,45,0,15,0,72,0,45,0,45,0,45,0,5,0,74,0,67,0,30,0,84,0,15,0,45,0,45,0,45,0,Short Stride Default,0,15,0,15,0,81,0,35,0,10,0,77,0,5,0,5,0,5,0,5,0,19,0,16,0,85,0,25,0,51,0,,,,,
Princely,Umanmielen,CAR,RE,Ole Miss,23,72,4/18/02,76,244,1,33,0,Smaller Speed Rusher - DE,89,0,80,0,89,0,80,0,79,0,70,0,31,0,79,0,22,0,24,0,39,0,23,0,32,0,69,0,7,0,77,0,78,0,76,0,88,0,39,0,23,0,22,0,28,0,25,0,46,0,8,0,72,0,45,0,45,0,45,0,6,0,66,0,70,0,39,0,78,0,15,0,45,0,45,0,45,0,Long Stride Loose,0,15,0,22,0,82,0,33,0,31,0,74,0,6,0,10,0,19,0,6,0,25,0,10,0,86,0,25,0,52,0,3,1625136,1367668,21.00%,
Quincy,Riley,NO,CB,Louisville,24,72,5/26/01,71,194,1,29,0,Manto Man - CB,90,0,90,0,85,0,89,0,64,0,71,0,74,0,44,0,28,0,45,0,66,0,65,0,77,0,85,0,30,0,32,0,56,0,48,0,86,0,72,0,17,0,22,0,75,0,26,0,74,0,33,0,72,0,35,0,35,0,25,0,27,0,68,0,32,0,73,0,72,0,33,0,35,0,35,0,25,0,Short Stride Loose,0,32,0,71,0,90,0,66,0,35,0,48,0,12,0,12,0,20,0,25,0,28,0,29,0,85,0,33,0,74,0,3,1271809,887236,54.00%,
Shemar,Turner,CHI,DT,Texas AM,22,72,1/14/03,75,290,1,95,0,Power Rusher - DT,85,0,72,0,79,0,84,0,88,0,74,0,34,0,77,0,17,0,29,0,41,0,22,0,29,0,62,0,10,0,64,0,80,0,76,0,86,0,30,0,19,0,27,0,27,0,25,0,15,0,13,0,72,0,45,0,45,0,45,0,14,0,69,0,75,0,20,0,73,0,12,0,45,0,45,0,45,0,Long Stride Loose,0,15,0,24,0,80,0,25,0,31,0,76,0,8,0,10,0,15,0,15,0,27,0,13,0,93,0,39,0,20,0,3,1805072,4423048,6.90%,
Tre,Harris,LAC,WR,Ole Miss,23,72,2/28/02,74,205,1,9,0,Deep Threat - WR,91,0,82,0,91,0,87,0,68,0,74,0,80,0,38,0,36,0,74,0,71,0,82,0,82,0,82,0,75,0,33,0,30,0,45,0,87,0,81,0,25,0,33,0,69,0,31,0,24,0,72,0,72,0,21,0,14,0,21,0,32,0,36,0,31,0,25,0,37,0,74,0,52,0,33,0,30,0,Long Stride Default,0,74,0,85,0,88,0,75,0,54,0,21,0,40,0,44,0,51,0,43,0,64,0,33,0,89,0,46,0,27,0,3,1954423,5578241,48.60%,
Trevor,Etienne,CAR,HB,Georgia,21,72,07/09/2004,69,198,0,23,0,Elusive Back - HB,93,0,79,0,84,0,85,0,69,0,71,0,81,0,37,0,24,0,80,0,90,0,49,0,70,0,81,0,54,0,29,0,35,0,34,0,84,0,81,0,28,0,30,0,81,0,29,0,27,0,56,0,72,0,47,0,32,0,36,0,27,0,36,0,30,0,25,0,35,0,56,0,34,0,28,0,31,0,Default,0,63,0,46,0,92,0,75,0,77,0,40,0,23,0,32,0,40,0,12,0,45,0,28,0,85,0,82,0,35,0,3,1302186,1008744,5.90%,
Al-Quadin,Muhammad,DET,RE,Miami,30,71,3/28/95,76,250,1,96,8,Power Rusher - DE,82,0,73,0,75,0,85,0,78,0,74,0,37,0,74,0,28,0,18,0,37,0,28,0,41,0,64,0,3,0,66,0,76,0,83,0,93,0,39,0,19,0,20,0,12,0,10,0,31,0,7,0,71,0,45,0,45,0,45,0,6,0,75,0,75,0,17,0,81,0,12,0,45,0,45,0,45,0,Long Stride Loose,0,14,0,24,0,80,0,27,0,40,0,78,0,6,0,6,0,6,0,6,0,34,0,10,0,84,0,33,0,42,0,0,1422500,917500,41.40%,41.40%
Anthony,Belton,GB,LT,N.C. State,24,71,2/23/01,78,336,1,71,0,Power - OT,68,0,59,0,74,0,88,0,86,0,74,0,22,0,44,0,12,0,11,0,24,0,15,0,22,0,55,0,5,0,32,0,39,0,84,0,90,0,14,0,15,0,11,0,23,0,82,0,13,0,5,0,71,0,75,0,75,0,79,0,6,0,12,0,39,0,10,0,30,0,16,0,74,0,73,0,75,0,Long Stride Awkward,0,16,0,21,0,64,0,23,0,33,0,31,0,6,0,9,0,6,0,6,0,15,0,11,0,90,0,31,0,15,0,3,2004207,5848303,46.40%,
Bradyn,Swinson,NE,LE,LSU,23,71,07/04/2002,76,255,1,43,0,Smaller Speed Rusher - DE,88,0,78,0,85,0,75,0,82,0,64,0,32,0,72,0,23,0,28,0,40,0,15,0,30,0,70,0,7,0,76,0,78,0,84,0,86,0,40,0,20,0,27,0,32,0,27,0,39,0,8,0,71,0,45,0,45,0,45,0,25,0,62,0,73,0,33,0,77,0,13,0,45,0,45,0,45,0,Long Stride Loose,0,15,0,15,0,84,0,38,0,39,0,77,0,8,0,16,0,13,0,16,0,8,0,21,0,87,0,30,0,49,0,3,1050000,0,2.60%,
Caleb,Rogers,LV,RG,Texas Tech,23,71,10/03/2001,77,312,1,76,0,Power - G,72,0,70,0,66,0,87,0,86,0,72,0,13,0,24,0,12,0,14,0,24,0,10,0,24,0,64,0,5,0,10,0,28,0,82,0,90,0,10,0,13,0,15,0,10,0,80,0,10,0,10,0,71,0,73,0,72,0,74,0,6,0,25,0,10,0,10,0,26,0,12,0,75,0,73,0,75,0,Long Stride Awkward,0,10,0,15,0,69,0,11,0,15,0,22,0,6,0,6,0,6,0,6,0,22,0,10,0,87,0,29,0,10,0,3,1540296,1120860,28.00%,
Craig,Woodson,NE,FS,California,24,71,2/20/01,72,200,1,31,0,Zone - S,92,0,85,0,86,0,92,0,59,0,68,0,67,0,55,0,14,0,55,0,62,0,59,0,71,0,85,0,27,0,32,0,79,0,60,0,86,0,66,0,17,0,20,0,42,0,25,0,65,0,31,0,71,0,35,0,35,0,35,0,6,0,65,0,33,0,68,0,76,0,34,0,35,0,35,0,35,0,Default Stride Loose,0,36,0,62,0,91,0,59,0,45,0,68,0,6,0,6,0,6,0,6,0,24,0,12,0,85,0,48,0,72,0,3,1316614,1066448,82.30%,
Devin,Neal,NO,HB,Kansas,22,71,08/12/2003,71,213,1,30,0,Elusive Back - HB,89,0,81,0,89,0,90,0,71,0,67,0,84,0,34,0,31,0,79,0,91,0,54,0,68,0,84,0,49,0,30,0,36,0,42,0,93,0,83,0,18,0,23,0,68,0,38,0,26,0,55,0,71,0,48,0,42,0,43,0,28,0,36,0,28,0,25,0,40,0,53,0,40,0,31,0,30,0,Default,0,60,0,53,0,87,0,79,0,67,0,40,0,23,0,29,0,36,0,34,0,45,0,31,0,89,0,74,0,30,0,3,1112828,251312,23.80%,
DJ,Giddens,IND,HB,Kansas State,22,71,8/26/03,72,212,1,21,0,Power Back - HB,92,0,77,0,91,0,87,0,70,0,72,0,82,0,39,0,30,0,80,0,92,0,52,0,63,0,80,0,52,0,32,0,36,0,38,0,90,0,80,0,18,0,35,0,38,0,31,0,21,0,57,0,71,0,49,0,39,0,41,0,30,0,26,0,29,0,21,0,36,0,50,0,35,0,30,0,32,0,Default,0,59,0,51,0,91,0,74,0,81,0,35,0,18,0,13,0,12,0,21,0,28,0,33,0,89,0,80,0,27,0,3,1156186,424744,6.50%,
Dylan,Fairchild,CIN,LG,Georgia,22,71,05/08/2003,77,325,1,63,0,Power - G,78,0,60,0,69,0,89,0,86,0,74,0,17,0,43,0,12,0,18,0,39,0,13,0,27,0,54,0,10,0,34,0,43,0,82,0,90,0,16,0,12,0,19,0,10,0,81,0,11,0,12,0,71,0,74,0,73,0,75,0,6,0,25,0,37,0,10,0,30,0,12,0,74,0,74,0,75,0,Long Stride Awkward,0,14,0,25,0,71,0,13,0,15,0,18,0,6,0,6,0,6,0,6,0,23,0,10,0,88,0,26,0,10,0,3,1605294,1309948,86.60%,
Elic,Ayomanor,TEN,WR,Stanford,22,71,06/03/2003,74,206,1,5,0,Deep Threat - WR,92,0,81,0,91,0,84,0,68,0,69,0,78,0,39,0,31,0,73,0,74,0,81,0,80,0,79,0,77,0,35,0,42,0,52,0,84,0,71,0,16,0,31,0,73,0,36,0,28,0,74,0,71,0,23,0,18,0,24,0,28,0,34,0,30,0,25,0,43,0,75,0,55,0,32,0,30,0,Long Stride Default,0,73,0,83,0,91,0,67,0,56,0,27,0,10,0,19,0,27,0,21,0,13,0,24,0,80,0,49,0,32,0,3,1216454,665816,74.50%,
Elijah,Chatman,NYG,DT,SMU,24,71,12/05/2000,72,278,1,94,1,,79,0,56,0,70,0,76,0,88,0,65,0,33,0,76,0,19,0,26,0,52,0,34,0,44,0,61,0,7,0,65,0,80,0,86,0,87,0,29,0,17,0,20,0,21,0,16,0,28,0,7,0,71,0,24,0,18,0,25,0,14,0,64,0,73,0,24,0,77,0,17,0,45,0,45,0,45,0,Long Stride Awkward,0,7,0,37,0,82,0,24,0,17,0,83,0,11,0,13,0,16,0,8,0,19,0,15,0,82,0,30,0,36,0,1,1017500,0,7.40%,
Harold,Fannin Jr.,CLE,TE,Bowling Green St.,21,71,7/20/04,75,241,1,88,0,Possession - TE,85,0,81,0,82,0,86,0,75,0,57,0,79,0,34,0,55,0,71,0,75,0,79,0,83,0,73,0,60,0,32,0,27,0,66,0,93,0,74,0,32,0,33,0,30,0,57,0,23,0,65,0,71,0,58,0,59,0,59,0,53,0,21,0,28,0,10,0,30,0,67,0,63,0,63,0,60,0,Long Stride Default,0,70,0,79,0,82,0,67,0,72,0,30,0,60,0,63,0,65,0,52,0,77,0,52,0,90,0,71,0,24,0,3,1685722,1543916,72.60%,
Jalen,Royals,KC,WR,Utah State,22,71,2/18/03,72,205,1,11,0,Slot - WR,93,0,85,0,86,0,83,0,64,0,73,0,84,0,43,0,27,0,74,0,75,0,81,0,81,0,83,0,71,0,36,0,45,0,40,0,87,0,75,0,29,0,19,0,79,0,26,0,29,0,72,0,71,0,27,0,19,0,28,0,28,0,23,0,34,0,19,0,42,0,71,0,49,0,28,0,28,0,Default,0,75,0,80,0,92,0,69,0,52,0,23,0,20,0,25,0,29,0,31,0,43,0,30,0,86,0,48,0,31,0,3,1266800,867200,7.70%,
Jeremy,Crawshaw,DEN,P,Florida,24,71,5/22/01,76,205,1,16,0,Power - KP,82,0,66,0,61,0,83,0,60,0,56,0,22,0,16,0,23,0,23,0,44,0,21,0,35,0,57,0,10,0,10,0,23,0,18,0,86,0,24,0,76,0,90,0,10,0,15,0,12,0,15,0,71,0,16,0,13,0,18,0,20,0,21,0,10,0,10,0,32,0,12,0,21,0,15,0,11,0,Default Stride Awkward,0,18,0,18,0,77,0,15,0,21,0,32,0,23,0,28,0,30,0,25,0,32,0,21,0,78,0,20,0,10,0,3,1093570,174280,23.60%,
Joshua,Farmer,NE,DT,Florida State,22,71,1/17/03,75,305,1,92,0,,74,0,67,0,72,0,78,0,88,0,68,0,48,0,76,0,15,0,40,0,55,0,36,0,40,0,59,0,28,0,58,0,79,0,84,0,89,0,36,0,22,0,27,0,25,0,24,0,20,0,33,0,71,0,45,0,45,0,45,0,31,0,68,0,73,0,16,0,75,0,38,0,45,0,45,0,45,0,Default Stride Awkward,0,39,0,39,0,69,0,30,0,43,0,81,0,25,0,15,0,27,0,11,0,20,0,12,0,86,0,40,0,16,0,3,1216454,665816,20.00%,
Justin,Walley,IND,CB,Minnesota,22,71,9/22/02,70,190,1,27,0,Manto Man - CB,91,0,83,0,78,0,91,0,55,0,66,0,78,0,44,0,15,0,57,0,65,0,64,0,74,0,82,0,18,0,39,0,56,0,42,0,91,0,70,0,25,0,30,0,48,0,24,0,72,0,19,0,71,0,35,0,35,0,25,0,6,0,67,0,22,0,75,0,69,0,22,0,35,0,35,0,25,0,Default,0,23,0,70,0,92,0,66,0,31,0,56,0,6,0,6,0,6,0,6,0,21,0,8,0,94,0,41,0,76,0,3,1611004,1326556,0.00%,
Kevin,Winston Jr.,TEN,SS,Penn State,21,71,12/02/2003,74,213,1,23,0,Zone - S,94,0,84,0,86,0,84,0,64,0,69,0,71,0,56,0,14,0,56,0,62,0,52,0,66,0,81,0,12,0,36,0,82,0,55,0,87,0,65,0,17,0,20,0,79,0,25,0,62,0,14,0,71,0,35,0,35,0,35,0,6,0,66,0,35,0,70,0,80,0,21,0,35,0,35,0,35,0,Default Stride Loose,0,24,0,59,0,89,0,64,0,51,0,69,0,6,0,6,0,6,0,6,0,24,0,12,0,89,0,52,0,71,0,3,1601248,1298176,29.50%,
Kyle,Monangai,CHI,HB,Rutgers,23,71,06/06/2002,68,211,1,25,0,Power Back - HB,88,0,81,0,83,0,92,0,77,0,64,0,81,0,33,0,32,0,82,0,96,0,48,0,68,0,78,0,37,0,30,0,35,0,41,0,91,0,79,0,22,0,30,0,72,0,43,0,22,0,46,0,71,0,49,0,39,0,44,0,28,0,26,0,28,0,21,0,38,0,46,0,43,0,30,0,32,0,Default Stride High and Tight,0,53,0,46,0,86,0,76,0,78,0,36,0,21,0,27,0,10,0,25,0,24,0,36,0,94,0,84,0,24,0,3,1082035,128140,41.40%,
LeQuint,Allen,JAX,HB,Syracuse,21,71,08/05/2004,72,204,1,36,0,Elusive Back - HB,92,0,86,0,85,0,91,0,72,0,66,0,78,0,58,0,27,0,80,0,90,0,61,0,69,0,86,0,57,0,45,0,52,0,34,0,90,0,78,0,22,0,18,0,75,0,37,0,48,0,62,0,71,0,52,0,36,0,38,0,28,0,30,0,33,0,43,0,65,0,61,0,40,0,23,0,27,0,Long Stride Default,0,67,0,59,0,89,0,76,0,77,0,55,0,20,0,27,0,32,0,30,0,51,0,30,0,88,0,79,0,53,0,3,1079689,118756,22.50%,
Mac,McWilliams,PHI,CB,UCF,23,71,11/29/01,70,191,1,22,0,Manto Man - CB,93,0,86,0,82,0,88,0,59,0,67,0,71,0,46,0,30,0,49,0,56,0,51,0,67,0,86,0,30,0,26,0,55,0,51,0,81,0,74,0,28,0,24,0,75,0,26,0,73,0,31,0,71,0,35,0,35,0,25,0,21,0,69,0,29,0,69,0,73,0,30,0,35,0,35,0,25,0,Short Stride Default,0,29,0,64,0,92,0,65,0,41,0,51,0,23,0,27,0,19,0,7,0,25,0,21,0,80,0,30,0,73,0,3,1161030,444120,2.50%,
Nick,Martin,SF,ROLB,Oklahoma St.,22,71,10/13/02,72,221,1,45,0,Run Stopper - OLB,93,0,79,0,90,0,87,0,74,0,73,0,57,0,70,0,22,0,43,0,68,0,52,0,60,0,82,0,23,0,61,0,76,0,73,0,88,0,61,0,21,0,23,0,10,0,29,0,58,0,26,0,71,0,45,0,45,0,45,0,6,0,71,0,55,0,48,0,82,0,27,0,45,0,45,0,45,0,Default Stride Loose,0,29,0,54,0,88,0,55,0,51,0,78,0,6,0,6,0,6,0,6,0,22,0,12,0,88,0,47,0,63,0,3,1640417,1412120,1.40%,
Ollie,Gordon II,MIA,HB,Oklahoma St.,21,71,1/15/04,73,226,1,31,0,Power Back - HB,88,0,83,0,87,0,89,0,76,0,72,0,82,0,36,0,33,0,82,0,89,0,48,0,69,0,82,0,50,0,30,0,37,0,35,0,92,0,78,0,25,0,25,0,69,0,34,0,27,0,56,0,71,0,54,0,36,0,40,0,29,0,28,0,29,0,22,0,42,0,56,0,37,0,28,0,29,0,Long Stride Default,0,62,0,48,0,86,0,73,0,83,0,38,0,31,0,32,0,38,0,39,0,51,0,35,0,87,0,82,0,20,0,3,1118166,272664,22.70%,
Omarr,Norman-Lott,KC,DT,Tennessee,23,71,03/11/2002,74,303,1,55,0,,82,0,71,0,77,0,72,0,85,0,71,0,25,0,78,0,16,0,28,0,40,0,19,0,24,0,61,0,10,0,71,0,83,0,84,0,83,0,19,0,15,0,21,0,19,0,26,0,10,0,13,0,71,0,45,0,45,0,45,0,8,0,68,0,78,0,10,0,76,0,15,0,45,0,45,0,45,0,Long Stride Awkward,0,19,0,19,0,67,0,19,0,31,0,77,0,6,0,10,0,15,0,10,0,24,0,13,0,81,0,27,0,13,0,3,1800094,4317355,6.90%,
Ozzy,Trapilo,CHI,LT,Boston College,23,71,10/17/01,80,316,1,75,0,Agile - OT,74,0,61,0,74,0,86,0,87,0,74,0,10,0,28,0,13,0,6,0,34,0,17,0,24,0,57,0,5,0,23,0,24,0,83,0,84,0,15,0,27,0,22,0,10,0,83,0,14,0,5,0,71,0,78,0,77,0,76,0,6,0,22,0,29,0,10,0,26,0,21,0,75,0,76,0,75,0,Long Stride Awkward,0,15,0,20,0,65,0,10,0,12,0,21,0,6,0,6,0,6,0,6,0,14,0,14,0,83,0,29,0,16,0,3,1929536,5394005,42.50%,
Sincere,McCormick,LV,HB,UTSA,24,71,09/10/2000,69,205,1,28,3,Power Back - HB,88,0,80,0,81,0,84,0,75,0,75,0,81,0,32,0,27,0,79,0,92,0,56,0,70,0,78,0,48,0,10,0,30,0,41,0,89,0,80,0,23,0,28,0,15,0,39,0,12,0,53,0,71,0,52,0,27,0,33,0,18,0,19,0,10,0,15,0,38,0,48,0,36,0,28,0,33,0,Default,0,59,0,55,0,87,0,67,0,80,0,34,0,18,0,24,0,30,0,29,0,37,0,22,0,87,0,81,0,12,0,,,,,
Tahj,Brooks,CIN,HB,Texas Tech,23,71,5/13/02,69,214,1,25,0,Elusive Back - HB,92,0,87,0,86,0,93,0,68,0,66,0,79,0,35,0,16,0,81,0,91,0,50,0,70,0,85,0,51,0,23,0,29,0,44,0,94,0,79,0,23,0,24,0,73,0,40,0,24,0,57,0,71,0,51,0,41,0,46,0,25,0,37,0,28,0,26,0,37,0,55,0,41,0,30,0,33,0,Short Stride Default,0,61,0,50,0,88,0,73,0,72,0,35,0,25,0,17,0,16,0,9,0,21,0,32,0,92,0,73,0,27,0,3,1107714,230856,4.20%,
Tai,Felton,MIN,WR,Maryland,22,71,3/15/03,73,183,1,13,0,,93,0,84,0,89,0,91,0,59,0,62,0,83,0,28,0,18,0,73,0,70,0,77,0,81,0,85,0,76,0,25,0,24,0,35,0,86,0,82,0,27,0,18,0,71,0,21,0,33,0,71,0,71,0,26,0,17,0,24,0,27,0,36,0,23,0,25,0,30,0,70,0,40,0,20,0,22,0,Default,0,72,0,79,0,93,0,77,0,59,0,49,0,22,0,15,0,24,0,23,0,22,0,33,0,89,0,52,0,46,0,3,1540296,1120860,4.60%,
Tate,Ratledge,DET,C,Georgia,24,71,4/26/01,79,308,1,69,0,Agile - C,78,0,71,0,78,0,82,0,88,0,77,0,31,0,35,0,13,0,27,0,41,0,30,0,42,0,61,0,13,0,30,0,37,0,82,0,82,0,23,0,56,0,59,0,10,0,83,0,20,0,19,0,71,0,73,0,74,0,73,0,6,0,35,0,35,0,15,0,34,0,26,0,75,0,76,0,76,0,Long Stride Awkward,0,26,0,29,0,73,0,22,0,33,0,38,0,6,0,6,0,6,0,6,0,10,0,10,0,80,0,40,0,27,0,3,1914595,5251742,98.90%,
Teddye,Buchanan,BAL,ROLB,California,22,71,10/03/2002,74,233,1,40,0,Run Stopper - OLB,89,0,82,0,90,0,88,0,78,0,70,0,45,0,66,0,36,0,37,0,65,0,52,0,61,0,78,0,22,0,60,0,81,0,76,0,89,0,49,0,18,0,23,0,10,0,25,0,61,0,25,0,71,0,40,0,40,0,40,0,20,0,68,0,54,0,44,0,80,0,26,0,40,0,40,0,40,0,Default Stride Loose,0,28,0,54,0,86,0,43,0,39,0,82,0,23,0,26,0,29,0,34,0,28,0,23,0,87,0,40,0,67,0,3,1275724,902896,57.40%,
Terrell,Burgess,NO,SS,Utah,26,71,11/12/1998,71,202,1,24,5,Hybrid - S,89,0,87,0,81,0,87,0,62,0,72,0,65,0,56,0,11,0,44,0,62,0,55,0,64,0,87,0,30,0,50,0,71,0,58,0,87,0,74,0,20,0,20,0,65,0,15,0,71,0,36,0,71,0,35,0,35,0,35,0,6,0,69,0,40,0,71,0,74,0,35,0,35,0,35,0,35,0,Default Stride Loose,0,43,0,60,0,89,0,67,0,39,0,67,0,6,0,6,0,6,0,6,0,35,0,11,0,88,0,33,0,67,0,0,1183778,13778,10.50%,
Tory,Horton,SEA,WR,Colorado St.,22,71,11/29/02,75,196,1,15,0,,94,0,87,0,88,0,85,0,68,0,62,0,79,0,31,0,19,0,74,0,71,0,78,0,81,0,88,0,75,0,27,0,31,0,48,0,83,0,76,0,23,0,24,0,79,0,31,0,50,0,75,0,71,0,28,0,14,0,21,0,28,0,32,0,26,0,24,0,33,0,74,0,53,0,24,0,24,0,Default Stride Loose,0,76,0,78,0,93,0,73,0,61,0,39,0,12,0,19,0,27,0,16,0,31,0,26,0,84,0,53,0,37,0,3,1141260,365040,21.00%,
Ty,Hamilton,LAR,DT,Ohio State,23,71,4/15/02,75,299,1,57,0,,80,0,61,0,79,0,82,0,89,0,69,0,23,0,76,0,11,0,26,0,36,0,15,0,25,0,57,0,10,0,64,0,79,0,84,0,91,0,21,0,17,0,20,0,26,0,25,0,11,0,13,0,71,0,45,0,45,0,45,0,11,0,69,0,71,0,14,0,73,0,15,0,45,0,45,0,45,0,Default Stride Awkward,0,16,0,16,0,75,0,21,0,28,0,78,0,7,0,8,0,13,0,11,0,17,0,14,0,89,0,28,0,17,0,3,1159647,438588,12.30%,
Ty,Robinson,PHI,DT,Nebraska,24,71,05/03/2001,78,288,1,95,0,,80,0,65,0,83,0,87,0,89,0,69,0,43,0,80,0,18,0,39,0,59,0,50,0,55,0,64,0,42,0,65,0,82,0,85,0,92,0,43,0,30,0,22,0,25,0,26,0,21,0,45,0,71,0,45,0,45,0,45,0,12,0,67,0,73,0,19,0,74,0,48,0,45,0,45,0,45,0,Long Stride Awkward,0,48,0,52,0,78,0,34,0,45,0,73,0,10,0,12,0,15,0,13,0,21,0,14,0,91,0,43,0,23,0,3,1308917,1035668,9.20%,
Wyatt,Milum,JAX,RG,West Virginia,22,71,12/27/02,79,313,1,64,0,Power - G,67,0,65,0,70,0,88,0,87,0,69,0,26,0,43,0,12,0,27,0,40,0,28,0,38,0,58,0,13,0,45,0,26,0,88,0,87,0,33,0,13,0,12,0,10,0,79,0,12,0,15,0,71,0,75,0,73,0,75,0,6,0,30,0,42,0,10,0,35,0,15,0,76,0,74,0,76,0,Long Stride Awkward,0,20,0,27,0,63,0,30,0,30,0,25,0,6,0,6,0,6,0,6,0,18,0,10,0,88,0,27,0,11,0,3,1569326,1205312,8.30%,
